vùng đồng bằng sông hồng	có tỉnh thành	bắc ninh
việt nam	có tỉnh thành	bắc ninh
bắc bộ	có tỉnh thành	bắc ninh
vùng đồng bằng sông hồng	có tỉnh thành	quảng ninh
việt nam	có tỉnh thành	quảng ninh
vùng tây bắc	có tỉnh thành	lai châu
việt nam	có tỉnh thành	lai châu
tây bắc	có tỉnh thành	lai châu
vùng tây bắc	có tỉnh thành	điện biên
việt nam	có tỉnh thành	điện biên
tây bắc	có tỉnh thành	điện biên
vùng tây bắc	có tỉnh thành	sơn la
việt nam	có tỉnh thành	sơn la
tây bắc	có tỉnh thành	sơn la
vùng tây bắc	có tỉnh thành	hòa bình
việt nam	có tỉnh thành	hòa bình
tây bắc	có tỉnh thành	hòa bình
vùng tây bắc	có tỉnh thành	lào cai
việt nam	có tỉnh thành	lào cai
tây bắc	có tỉnh thành	lào cai
vùng tây bắc	có tỉnh thành	yên bái
việt nam	có tỉnh thành	yên bái
tây bắc	có tỉnh thành	yên bái
vùng tây bắc	có tỉnh thành	phú thọ
việt nam	có tỉnh thành	phú thọ
vùng bắc trung bộ	có tỉnh thành	thanh hóa
việt nam	có tỉnh thành	thanh hóa
bắc trung bộ	có tỉnh thành	thanh hóa
vùng bắc trung bộ	có tỉnh thành	nghệ an
việt nam	có tỉnh thành	nghệ an
bắc trung bộ	có tỉnh thành	nghệ an
vùng bắc trung bộ	có tỉnh thành	hà tĩnh
việt nam	có tỉnh thành	hà tĩnh
bắc trung bộ	có tỉnh thành	hà tĩnh
vùng bắc trung bộ	có tỉnh thành	quảng bình
việt nam	có tỉnh thành	quảng bình
bắc trung bộ	có tỉnh thành	quảng bình
vùng bắc trung bộ	có tỉnh thành	quảng trị
việt nam	có tỉnh thành	quảng trị
bắc trung bộ	có tỉnh thành	quảng trị
vùng bắc trung bộ	có tỉnh thành	thừa thiên huế
việt nam	có tỉnh thành	thừa thiên huế
bắc trung bộ	có tỉnh thành	thừa thiên huế
vùng duyên hải nam trung bộ	có tỉnh thành	đà nẵng
việt nam	có tỉnh thành	đà nẵng
nam trung bộ	có tỉnh thành	đà nẵng
vùng duyên hải nam trung bộ	có tỉnh thành	quảng nam
việt nam	có tỉnh thành	quảng nam
nam trung bộ	có tỉnh thành	quảng nam
vùng duyên hải nam trung bộ	có tỉnh thành	quảng ngãi
việt nam	có tỉnh thành	quảng ngãi
nam trung bộ	có tỉnh thành	quảng ngãi
vùng duyên hải nam trung bộ	có tỉnh thành	bình định
việt nam	có tỉnh thành	bình định
nam trung bộ	có tỉnh thành	bình định
vùng duyên hải nam trung bộ	có tỉnh thành	phú yên
việt nam	có tỉnh thành	phú yên
nam trung bộ	có tỉnh thành	phú yên
vùng duyên hải nam trung bộ	có tỉnh thành	khánh hòa
việt nam	có tỉnh thành	khánh hòa
nam trung bộ	có tỉnh thành	khánh hòa
vùng duyên hải nam trung bộ	có tỉnh thành	ninh thuận
việt nam	có tỉnh thành	ninh thuận
nam trung bộ	có tỉnh thành	ninh thuận
vùng duyên hải nam trung bộ	có tỉnh thành	bình thuận
việt nam	có tỉnh thành	bình thuận
nam trung bộ	có tỉnh thành	bình thuận
vùng tây nguyên	có tỉnh thành	đắk lắk
việt nam	có tỉnh thành	đắk lắk
tây nguyên	có tỉnh thành	đắk lắk
vùng tây nguyên	có tỉnh thành	đắk nông
việt nam	có tỉnh thành	đắk nông
tây nguyên	có tỉnh thành	đắk nông
vùng tây nguyên	có tỉnh thành	gia lai
việt nam	có tỉnh thành	gia lai
tây nguyên	có tỉnh thành	gia lai
vùng tây nguyên	có tỉnh thành	kon tum
việt nam	có tỉnh thành	kon tum
tây nguyên	có tỉnh thành	kon tum
vùng tây nguyên	có tỉnh thành	lâm đồng
việt nam	có tỉnh thành	lâm đồng
tây nguyên	có tỉnh thành	lâm đồng
vùng đông nam bộ	có tỉnh thành	bà rịa - vũng tàu
việt nam	có tỉnh thành	bà rịa - vũng tàu
nam bộ	có tỉnh thành	bà rịa - vũng tàu
vùng đông nam bộ	có tỉnh thành	bình dương
việt nam	có tỉnh thành	bình dương
nam bộ	có tỉnh thành	bình dương
vùng đông nam bộ	có tỉnh thành	bình phước
việt nam	có tỉnh thành	bình phước
nam bộ	có tỉnh thành	bình phước
vùng đông nam bộ	có tỉnh thành	đồng nai
việt nam	có tỉnh thành	đồng nai
nam bộ	có tỉnh thành	đồng nai
vùng đông nam bộ	có tỉnh thành	tây ninh
việt nam	có tỉnh thành	tây ninh
nam bộ	có tỉnh thành	tây ninh
vùng đông nam bộ	có tỉnh thành	thành phố hồ chí minh
việt nam	có tỉnh thành	thành phố hồ chí minh
nam bộ	có tỉnh thành	thành phố hồ chí minh
vùng đồng bằng sông cửu long	có tỉnh thành	an giang
việt nam	có tỉnh thành	an giang
tây bộ	có tỉnh thành	an giang
vùng đồng bằng sông cửu long	có tỉnh thành	bạc liêu
việt nam	có tỉnh thành	bạc liêu
tây bộ	có tỉnh thành	bạc liêu
vùng đồng bằng sông cửu long	có tỉnh thành	bến tre
việt nam	có tỉnh thành	bến tre
tây bộ	có tỉnh thành	bến tre
vùng đồng bằng sông cửu long	có tỉnh thành	cà mau
việt nam	có tỉnh thành	cà mau
tây bộ	có tỉnh thành	cà mau
vùng đồng bằng sông cửu long	có tỉnh thành	cần thơ
việt nam	có tỉnh thành	cần thơ
tây bộ	có tỉnh thành	cần thơ
vùng đồng bằng sông cửu long	có tỉnh thành	đồng tháp
việt nam	có tỉnh thành	đồng tháp
tây bộ	có tỉnh thành	đồng tháp
vùng đồng bằng sông cửu long	có tỉnh thành	hậu giang
việt nam	có tỉnh thành	hậu giang
tây bộ	có tỉnh thành	hậu giang
vùng đồng bằng sông cửu long	có tỉnh thành	kiên giang
việt nam	có tỉnh thành	kiên giang
tây bộ	có tỉnh thành	kiên giang
vùng đồng bằng sông cửu long	có tỉnh thành	long an
việt nam	có tỉnh thành	long an
tây bộ	có tỉnh thành	long an
vùng đồng bằng sông cửu long	có tỉnh thành	sóc trăng
việt nam	có tỉnh thành	sóc trăng
tây bộ	có tỉnh thành	sóc trăng
vùng đồng bằng sông cửu long	có tỉnh thành	tiền giang
việt nam	có tỉnh thành	tiền giang
tây bộ	có tỉnh thành	tiền giang
vùng đồng bằng sông cửu long	có tỉnh thành	trà vinh
việt nam	có tỉnh thành	trà vinh
tây bộ	có tỉnh thành	trà vinh
vùng đồng bằng sông cửu long	có tỉnh thành	vĩnh long
việt nam	có tỉnh thành	vĩnh long
tây bộ	có tỉnh thành	vĩnh long
hà giang	có điểm du lịch	cột cờ lũng cú
bắc bộ	có điểm du lịch	cột cờ lũng cú
vùng đông bắc bộ	có điểm du lịch	cột cờ lũng cú
hà giang	có điểm du lịch	đèo mã pí lèng
bắc bộ	có điểm du lịch	đèo mã pí lèng
vùng đông bắc bộ	có điểm du lịch	đèo mã pí lèng
hà giang	có điểm du lịch	cao nguyên đá đồng văn
bắc bộ	có điểm du lịch	cao nguyên đá đồng văn
vùng đông bắc bộ	có điểm du lịch	cao nguyên đá đồng văn
hà giang	có điểm du lịch	dinh thự họ vương
bắc bộ	có điểm du lịch	dinh thự họ vương
vùng đông bắc bộ	có điểm du lịch	dinh thự họ vương
hà giang	có điểm du lịch	chợ tình khâu vai
bắc bộ	có điểm du lịch	chợ tình khâu vai
vùng đông bắc bộ	có điểm du lịch	chợ tình khâu vai
hà giang	có điểm du lịch	núi đôi quản bạ
bắc bộ	có điểm du lịch	núi đôi quản bạ
vùng đông bắc bộ	có điểm du lịch	núi đôi quản bạ
hà giang	có đặc sản	thắng cố hà giang
bắc bộ	có đặc sản	thắng cố hà giang
vùng đông bắc bộ	có đặc sản	thắng cố hà giang
hà giang	có đặc sản	bánh tam giác mạch hà giang
bắc bộ	có đặc sản	bánh tam giác mạch hà giang
vùng đông bắc bộ	có đặc sản	bánh tam giác mạch hà giang
hà giang	có đặc sản	cháo ấu tẩu hà giang
bắc bộ	có đặc sản	cháo ấu tẩu hà giang
vùng đông bắc bộ	có đặc sản	cháo ấu tẩu hà giang
hà giang	có đặc sản	thịt trâu gác bếp hà giang
bắc bộ	có đặc sản	thịt trâu gác bếp hà giang
vùng đông bắc bộ	có đặc sản	thịt trâu gác bếp hà giang
hà giang	tổ chức	lễ hội hoa tam giác mạch
bắc bộ	tổ chức	lễ hội hoa tam giác mạch
vùng đông bắc bộ	tổ chức	lễ hội hoa tam giác mạch
hà giang	tổ chức	chợ tình khâu vai
bắc bộ	tổ chức	chợ tình khâu vai
hà giang	có tiện ích	phoenix hotel hà giang
bắc bộ	có tiện ích	phoenix hotel hà giang
vùng đông bắc bộ	có tiện ích	phoenix hotel hà giang
hà giang	có tiện ích	hà giang resort
bắc bộ	có tiện ích	hà giang resort
vùng đông bắc bộ	có tiện ích	hà giang resort
hà giang	có tiện ích	cao nguyen restaurant
bắc bộ	có tiện ích	cao nguyen restaurant
vùng đông bắc bộ	có tiện ích	cao nguyen restaurant
hà giang	có tiện ích	hà giang market
bắc bộ	có tiện ích	hà giang market
vùng đông bắc bộ	có tiện ích	hà giang market
hà giang	có danh nhân	võ nguyên giáp
bắc bộ	có danh nhân	võ nguyên giáp
vùng tây bắc	có danh nhân	võ nguyên giáp
cao bằng	có điểm du lịch	thác bản giốc
bắc bộ	có điểm du lịch	thác bản giốc
vùng đông bắc bộ	có điểm du lịch	thác bản giốc
cao bằng	có điểm du lịch	động ngườm ngao
bắc bộ	có điểm du lịch	động ngườm ngao
vùng đông bắc bộ	có điểm du lịch	động ngườm ngao
cao bằng	có điểm du lịch	khu di tích pác bó
bắc bộ	có điểm du lịch	khu di tích pác bó
vùng đông bắc bộ	có điểm du lịch	khu di tích pác bó
cao bằng	có điểm du lịch	hồ thang hen
bắc bộ	có điểm du lịch	hồ thang hen
vùng đông bắc bộ	có điểm du lịch	hồ thang hen
cao bằng	có điểm du lịch	núi mắt thần
bắc bộ	có điểm du lịch	núi mắt thần
vùng đông bắc bộ	có điểm du lịch	núi mắt thần
cao bằng	có đặc sản	phở chua cao bằng
bắc bộ	có đặc sản	phở chua cao bằng
vùng đông bắc bộ	có đặc sản	phở chua cao bằng
cao bằng	có đặc sản	bánh cuốn cao bằng
bắc bộ	có đặc sản	bánh cuốn cao bằng
vùng đông bắc bộ	có đặc sản	bánh cuốn cao bằng
cao bằng	có đặc sản	vịt quay 7 vị cao bằng
bắc bộ	có đặc sản	vịt quay 7 vị cao bằng
vùng đông bắc bộ	có đặc sản	vịt quay 7 vị cao bằng
cao bằng	có đặc sản	bánh trứng kiến cao bằng
bắc bộ	có đặc sản	bánh trứng kiến cao bằng
vùng đông bắc bộ	có đặc sản	bánh trứng kiến cao bằng
cao bằng	tổ chức	lễ hội pháo hoa cao bằng
bắc bộ	tổ chức	lễ hội pháo hoa cao bằng
vùng đông bắc bộ	tổ chức	lễ hội pháo hoa cao bằng
cao bằng	tổ chức	lễ hội nàng hai
bắc bộ	tổ chức	lễ hội nàng hai
vùng đông bắc bộ	tổ chức	lễ hội nàng hai
cao bằng	có tiện ích	khách sạn sunny cao bằng
bắc bộ	có tiện ích	khách sạn sunny cao bằng
vùng đông bắc bộ	có tiện ích	khách sạn sunny cao bằng
cao bằng	có tiện ích	khách sạn bằng giang
bắc bộ	có tiện ích	khách sạn bằng giang
vùng đông bắc bộ	có tiện ích	khách sạn bằng giang
cao bằng	có tiện ích	resort sài gòn - bản giốc
bắc bộ	có tiện ích	resort sài gòn - bản giốc
vùng đông bắc bộ	có tiện ích	resort sài gòn - bản giốc
cao bằng	có tiện ích	nhà hàng phố núi
bắc bộ	có tiện ích	nhà hàng phố núi
vùng đông bắc bộ	có tiện ích	nhà hàng phố núi
cao bằng	có tiện ích	nhà hàng dân tộc quán
bắc bộ	có tiện ích	nhà hàng dân tộc quán
vùng đông bắc bộ	có tiện ích	nhà hàng dân tộc quán
cao bằng	có tiện ích	chợ xanh cao bằng
bắc bộ	có tiện ích	chợ xanh cao bằng
vùng đông bắc bộ	có tiện ích	chợ xanh cao bằng
cao bằng	có danh nhân	nông văn vân
bắc bộ	có danh nhân	nông văn vân
vùng đông bắc bộ	có danh nhân	nông văn vân
cao bằng	có danh nhân	hoàng đình giong
bắc bộ	có danh nhân	hoàng đình giong
vùng đông bắc bộ	có danh nhân	hoàng đình giong
bắc kạn	có điểm du lịch	hồ ba bể
bắc bộ	có điểm du lịch	hồ ba bể
vùng đông bắc bộ	có điểm du lịch	hồ ba bể
bắc kạn	có điểm du lịch	động puông
bắc bộ	có điểm du lịch	động puông
vùng đông bắc bộ	có điểm du lịch	động puông
bắc kạn	có điểm du lịch	thác đầu đẳng
bắc bộ	có điểm du lịch	thác đầu đẳng
vùng đông bắc bộ	có điểm du lịch	thác đầu đẳng
bắc kạn	có điểm du lịch	động hua mạ
bắc bộ	có điểm du lịch	động hua mạ
vùng đông bắc bộ	có điểm du lịch	động hua mạ
bắc kạn	có điểm du lịch	khu bảo tồn thiên nhiên kim hỷ
bắc bộ	có điểm du lịch	khu bảo tồn thiên nhiên kim hỷ
vùng đông bắc bộ	có điểm du lịch	khu bảo tồn thiên nhiên kim hỷ
bắc kạn	có đặc sản	lạp xưởng bắc kạn
bắc bộ	có đặc sản	lạp xưởng bắc kạn
vùng đông bắc bộ	có đặc sản	lạp xưởng bắc kạn
bắc kạn	có đặc sản	khâu nhục bắc kạn
bắc bộ	có đặc sản	khâu nhục bắc kạn
vùng đông bắc bộ	có đặc sản	khâu nhục bắc kạn
bắc kạn	có đặc sản	bánh coóc mò bắc kạn
bắc bộ	có đặc sản	bánh coóc mò bắc kạn
vùng đông bắc bộ	có đặc sản	bánh coóc mò bắc kạn
bắc kạn	có đặc sản	bánh gio bắc kạn
bắc bộ	có đặc sản	bánh gio bắc kạn
vùng đông bắc bộ	có đặc sản	bánh gio bắc kạn
bắc kạn	có đặc sản	bánh ngải bắc kạn
bắc bộ	có đặc sản	bánh ngải bắc kạn
vùng đông bắc bộ	có đặc sản	bánh ngải bắc kạn
bắc kạn	tổ chức	lễ hội lồng tồng
bắc bộ	tổ chức	lễ hội lồng tồng
vùng đông bắc bộ	tổ chức	lễ hội lồng tồng
bắc kạn	tổ chức	lễ hội chợ tình ba bể
bắc bộ	tổ chức	lễ hội chợ tình ba bể
vùng đông bắc bộ	tổ chức	lễ hội chợ tình ba bể
bắc kạn	có tiện ích	ba bể lake view homestay
bắc bộ	có tiện ích	ba bể lake view homestay
vùng đông bắc bộ	có tiện ích	ba bể lake view homestay
bắc kạn	có tiện ích	ba be national park resort
bắc bộ	có tiện ích	ba be national park resort
vùng đông bắc bộ	có tiện ích	ba be national park resort
bắc kạn	có tiện ích	ba be lake restaurant
bắc bộ	có tiện ích	ba be lake restaurant
vùng đông bắc bộ	có tiện ích	ba be lake restaurant
bắc kạn	có tiện ích	ba be market
bắc bộ	có tiện ích	ba be market
vùng đông bắc bộ	có tiện ích	ba be market
bắc kạn	có danh nhân	nông văn vân
bắc bộ	có danh nhân	nông văn vân
lạng sơn	có điểm du lịch	động tam thanh
bắc bộ	có điểm du lịch	động tam thanh
vùng đông bắc bộ	có điểm du lịch	động tam thanh
lạng sơn	có điểm du lịch	núi mẫu sơn
bắc bộ	có điểm du lịch	núi mẫu sơn
vùng đông bắc bộ	có điểm du lịch	núi mẫu sơn
lạng sơn	có điểm du lịch	chùa tam thanh
bắc bộ	có điểm du lịch	chùa tam thanh
vùng đông bắc bộ	có điểm du lịch	chùa tam thanh
lạng sơn	có điểm du lịch	thành nhà mạc
bắc bộ	có điểm du lịch	thành nhà mạc
vùng đông bắc bộ	có điểm du lịch	thành nhà mạc
lạng sơn	có điểm du lịch	đền kỳ cùng
bắc bộ	có điểm du lịch	đền kỳ cùng
vùng đông bắc bộ	có điểm du lịch	đền kỳ cùng
lạng sơn	có điểm du lịch	đền mẫu đồng đăng
bắc bộ	có điểm du lịch	đền mẫu đồng đăng
vùng đông bắc bộ	có điểm du lịch	đền mẫu đồng đăng
lạng sơn	có điểm du lịch	chùa tiên
bắc bộ	có điểm du lịch	chùa tiên
vùng đông bắc bộ	có điểm du lịch	chùa tiên
lạng sơn	có điểm du lịch	động nhị thanh
bắc bộ	có điểm du lịch	động nhị thanh
vùng đông bắc bộ	có điểm du lịch	động nhị thanh
lạng sơn	có đặc sản	phở chua lạng sơn
bắc bộ	có đặc sản	phở chua lạng sơn
vùng đông bắc bộ	có đặc sản	phở chua lạng sơn
lạng sơn	có đặc sản	vịt quay lạng sơn
bắc bộ	có đặc sản	vịt quay lạng sơn
vùng đông bắc bộ	có đặc sản	vịt quay lạng sơn
lạng sơn	có đặc sản	bánh cuốn trứng lạng sơn
bắc bộ	có đặc sản	bánh cuốn trứng lạng sơn
vùng đông bắc bộ	có đặc sản	bánh cuốn trứng lạng sơn
lạng sơn	có đặc sản	lợn quay lạng sơn
bắc bộ	có đặc sản	lợn quay lạng sơn
vùng đông bắc bộ	có đặc sản	lợn quay lạng sơn
lạng sơn	tổ chức	lễ hội đền kỳ cùng - tả phủ
bắc bộ	tổ chức	lễ hội đền kỳ cùng - tả phủ
vùng đông bắc bộ	tổ chức	lễ hội đền kỳ cùng - tả phủ
lạng sơn	tổ chức	lễ hội lồng tồng
bắc bộ	tổ chức	lễ hội lồng tồng
lạng sơn	có tiện ích	khách sạn mường thanh lạng sơn
bắc bộ	có tiện ích	khách sạn mường thanh lạng sơn
vùng đông bắc bộ	có tiện ích	khách sạn mường thanh lạng sơn
lạng sơn	có tiện ích	khách sạn vinpearl lạng sơn
bắc bộ	có tiện ích	khách sạn vinpearl lạng sơn
vùng đông bắc bộ	có tiện ích	khách sạn vinpearl lạng sơn
lạng sơn	có tiện ích	nhà hàng phố núi lạng sơn
bắc bộ	có tiện ích	nhà hàng phố núi lạng sơn
vùng đông bắc bộ	có tiện ích	nhà hàng phố núi lạng sơn
lạng sơn	có tiện ích	nhà hàng quán gió lạng sơn
bắc bộ	có tiện ích	nhà hàng quán gió lạng sơn
vùng đông bắc bộ	có tiện ích	nhà hàng quán gió lạng sơn
lạng sơn	có tiện ích	chợ đông kinh
bắc bộ	có tiện ích	chợ đông kinh
vùng đông bắc bộ	có tiện ích	chợ đông kinh
lạng sơn	có tiện ích	chợ kỳ lừa
bắc bộ	có tiện ích	chợ kỳ lừa
vùng đông bắc bộ	có tiện ích	chợ kỳ lừa
lạng sơn	có danh nhân	ngô thì sĩ
bắc bộ	có danh nhân	ngô thì sĩ
vùng đông bắc bộ	có danh nhân	ngô thì sĩ
lạng sơn	có danh nhân	hoàng văn thụ
bắc bộ	có danh nhân	hoàng văn thụ
vùng đông bắc bộ	có danh nhân	hoàng văn thụ
tuyên quang	có điểm du lịch	khu di tích tân trào
bắc bộ	có điểm du lịch	khu di tích tân trào
vùng đông bắc bộ	có điểm du lịch	khu di tích tân trào
tuyên quang	có điểm du lịch	đền hạ
bắc bộ	có điểm du lịch	đền hạ
vùng đông bắc bộ	có điểm du lịch	đền hạ
tuyên quang	có điểm du lịch	đền thượng
bắc bộ	có điểm du lịch	đền thượng
vùng tây bắc	có điểm du lịch	đền thượng
tuyên quang	có điểm du lịch	đền ỷ la
bắc bộ	có điểm du lịch	đền ỷ la
vùng đông bắc bộ	có điểm du lịch	đền ỷ la
tuyên quang	có điểm du lịch	thác bản ba
bắc bộ	có điểm du lịch	thác bản ba
vùng đông bắc bộ	có điểm du lịch	thác bản ba
tuyên quang	có điểm du lịch	núi pắc tạ
bắc bộ	có điểm du lịch	núi pắc tạ
vùng đông bắc bộ	có điểm du lịch	núi pắc tạ
tuyên quang	có điểm du lịch	hồ na hang
bắc bộ	có điểm du lịch	hồ na hang
vùng đông bắc bộ	có điểm du lịch	hồ na hang
tuyên quang	có đặc sản	bánh gai chiêm hóa
bắc bộ	có đặc sản	bánh gai chiêm hóa
vùng đông bắc bộ	có đặc sản	bánh gai chiêm hóa
tuyên quang	có đặc sản	bánh nếp nhân trứng kiến
bắc bộ	có đặc sản	bánh nếp nhân trứng kiến
vùng đông bắc bộ	có đặc sản	bánh nếp nhân trứng kiến
tuyên quang	có đặc sản	thịt trâu gác bếp
bắc bộ	có đặc sản	thịt trâu gác bếp
vùng tây bắc	có đặc sản	thịt trâu gác bếp
tuyên quang	có đặc sản	bánh cuốn tuyên quang
bắc bộ	có đặc sản	bánh cuốn tuyên quang
vùng đông bắc bộ	có đặc sản	bánh cuốn tuyên quang
tuyên quang	tổ chức	lễ hội thành tuyên
bắc bộ	tổ chức	lễ hội thành tuyên
vùng đông bắc bộ	tổ chức	lễ hội thành tuyên
tuyên quang	tổ chức	lễ hội đền hạ
bắc bộ	tổ chức	lễ hội đền hạ
vùng đông bắc bộ	tổ chức	lễ hội đền hạ
tuyên quang	tổ chức	lễ hội đền thượng
bắc bộ	tổ chức	lễ hội đền thượng
vùng tây bắc	tổ chức	lễ hội đền thượng
tuyên quang	có tiện ích	muong thanh grand tuyen quang hotel
bắc bộ	có tiện ích	muong thanh grand tuyen quang hotel
vùng đông bắc bộ	có tiện ích	muong thanh grand tuyen quang hotel
tuyên quang	có tiện ích	royal palace hotel tuyen quang
bắc bộ	có tiện ích	royal palace hotel tuyen quang
vùng đông bắc bộ	có tiện ích	royal palace hotel tuyen quang
tuyên quang	có tiện ích	bac my an resort
bắc bộ	có tiện ích	bac my an resort
vùng đông bắc bộ	có tiện ích	bac my an resort
tuyên quang	có tiện ích	nha hang sen vang
bắc bộ	có tiện ích	nha hang sen vang
vùng bắc trung bộ	có tiện ích	nha hang sen vang
tuyên quang	có tiện ích	tuyen quang market
bắc bộ	có tiện ích	tuyen quang market
vùng đông bắc bộ	có tiện ích	tuyen quang market
tuyên quang	có danh nhân	nguyễn văn huyên
bắc bộ	có danh nhân	nguyễn văn huyên
vùng đông bắc bộ	có danh nhân	nguyễn văn huyên
tuyên quang	có danh nhân	tô hiệu
bắc bộ	có danh nhân	tô hiệu
vùng tây bắc	có danh nhân	tô hiệu
thái nguyên	có điểm du lịch	hồ núi cốc
bắc bộ	có điểm du lịch	hồ núi cốc
vùng đông bắc bộ	có điểm du lịch	hồ núi cốc
thái nguyên	có điểm du lịch	khu di tích lịch sử atk định hóa
bắc bộ	có điểm du lịch	khu di tích lịch sử atk định hóa
vùng đông bắc bộ	có điểm du lịch	khu di tích lịch sử atk định hóa
thái nguyên	có điểm du lịch	chùa hang thái nguyên
bắc bộ	có điểm du lịch	chùa hang thái nguyên
vùng đông bắc bộ	có điểm du lịch	chùa hang thái nguyên
thái nguyên	có điểm du lịch	bảo tàng văn hóa các dân tộc việt nam
bắc bộ	có điểm du lịch	bảo tàng văn hóa các dân tộc việt nam
vùng đông bắc bộ	có điểm du lịch	bảo tàng văn hóa các dân tộc việt nam
thái nguyên	có điểm du lịch	đền đuổm
bắc bộ	có điểm du lịch	đền đuổm
vùng đông bắc bộ	có điểm du lịch	đền đuổm
thái nguyên	có đặc sản	trà tân cương
bắc bộ	có đặc sản	trà tân cương
vùng đông bắc bộ	có đặc sản	trà tân cương
thái nguyên	có đặc sản	bánh chưng bờ đậu
bắc bộ	có đặc sản	bánh chưng bờ đậu
vùng đông bắc bộ	có đặc sản	bánh chưng bờ đậu
thái nguyên	tổ chức	lễ hội lồng tồng
bắc bộ	tổ chức	lễ hội lồng tồng
thái nguyên	tổ chức	lễ hội đền đuổm
bắc bộ	tổ chức	lễ hội đền đuổm
vùng đông bắc bộ	tổ chức	lễ hội đền đuổm
thái nguyên	có tiện ích	khách sạn đông á plaza
bắc bộ	có tiện ích	khách sạn đông á plaza
vùng đông bắc bộ	có tiện ích	khách sạn đông á plaza
thái nguyên	có tiện ích	resort hồ núi cốc
bắc bộ	có tiện ích	resort hồ núi cốc
vùng đông bắc bộ	có tiện ích	resort hồ núi cốc
thái nguyên	có tiện ích	nhà hàng sen vàng
bắc bộ	có tiện ích	nhà hàng sen vàng
thái nguyên	có tiện ích	trung tâm thương mại vincom plaza thái nguyên
bắc bộ	có tiện ích	trung tâm thương mại vincom plaza thái nguyên
vùng đông bắc bộ	có tiện ích	trung tâm thương mại vincom plaza thái nguyên
thái nguyên	có tiện ích	chợ thái
bắc bộ	có tiện ích	chợ thái
vùng đông bắc bộ	có tiện ích	chợ thái
thái nguyên	có danh nhân	lương ngọc quyến
